date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:30	100669/100669	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:30%20GMT	https://github.com/src-d/awesome-machine-learning-on-source-code/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/src-d/awesome-machine-learning-on-source-code/stargazers.html	(from https://github.com/explore)
22:29:31	29317/29317	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:31%20GMT	https://github.com/src-d/awesome-machine-learning-on-source-code/network	d:/Meus%20Sites/Jekyll-br/github.com/src-d/awesome-machine-learning-on-source-code/network.html	(from https://github.com/explore)
22:29:32	65374/65374	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:32%20GMT	https://github.com/igrigorik/decisiontree	d:/Meus%20Sites/Jekyll-br/github.com/igrigorik/decisiontree.html	(from https://github.com/explore)
22:29:33	99007/99007	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:33%20GMT	https://github.com/igrigorik/decisiontree/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/igrigorik/decisiontree/stargazers.html	(from https://github.com/explore)
22:29:34	28695/28695	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:33%20GMT	https://github.com/igrigorik/decisiontree/network	d:/Meus%20Sites/Jekyll-br/github.com/igrigorik/decisiontree/network.html	(from https://github.com/explore)
22:29:34	5207/5207	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202000%2000:00:00%20GMT	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4d6.png	d:/Meus%20Sites/Jekyll-br/assets-cdn.github.com/images/icons/emoji/unicode/1f4d6.png	(from https://github.com/explore)
22:29:34	131975/131975	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:34%20GMT	https://github.com/keon/awesome-nlp	d:/Meus%20Sites/Jekyll-br/github.com/keon/awesome-nlp.html	(from https://github.com/explore)
22:29:36	98540/98540	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:36%20GMT	https://github.com/keon/awesome-nlp/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/keon/awesome-nlp/stargazers.html	(from https://github.com/explore)
22:29:37	28462/28462	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:36%20GMT	https://github.com/keon/awesome-nlp/network	d:/Meus%20Sites/Jekyll-br/github.com/keon/awesome-nlp/network.html	(from https://github.com/explore)
22:29:38	140511/140511	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:37%20GMT	https://github.com/openai/gym	d:/Meus%20Sites/Jekyll-br/github.com/openai/gym.html	(from https://github.com/explore)
22:29:39	98330/98330	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:38%20GMT	https://github.com/openai/gym/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/openai/gym/stargazers.html	(from https://github.com/explore)
